#{"t_start": 1775812281.8637247, "env_id": "None"}
r,l,t
-1.23,2,38.564362
-1.26,3,38.600585
-1.44,9,38.674168
-1.2,1,38.674807
0.48,27,38.931594
-1.29,4,38.968369
-1.74,19,39.151753
-1.26,3,39.187786
-1.26,3,39.189519
-1.23,2,39.225144
-1.23,2,39.226311
-0.15,7,39.298787
-1.59,14,39.443615
-1.26,3,39.445398
-1.26,3,39.481431
-1.26,3,39.517489
-1.2,1,39.518147
-1.62,15,39.663558
-1.32,5,39.700646
-1.98,27,39.957179
-1.26,3,39.99335
-0.48,18,40.141092
-1.23,2,40.176542
0.72,19,40.325132
-1.38,7,40.397882
-2.13,32,40.69194
-1.32,5,40.729123
-1.23,2,40.764627
-0.63,23,40.983933
-1.2,1,40.984679
-1.2,1,40.985304
-0.18,8,41.058732
-1.29,4,41.095947
-1.53,12,41.205733
-0.06,4,41.242398
-0.21,9,41.317095
-1.44,9,41.424826
1.11,6,41.463181
-1.32,5,41.500184
-0.09,5,41.571647
-0.12,6,41.60938
-1.26,3,41.645435
-1.65,16,41.79215
-1.2,1,41.79278
-1.38,7,41.865542
-1.71,18,42.015396
-1.35,6,42.087687
-1.2,1,42.088327
-1.41,8,42.161298
-1.56,13,42.271585
-1.38,7,42.343953
-1.2,1,42.344595
-1.23,2,42.380136
-1.47,10,42.454354
-1.23,2,42.49001
-1.68,17,42.636847
-0.21,9,42.711367
-1.2,1,42.746365
-1.23,2,42.747562
-1.38,7,42.819987
-1.23,2,42.82115
-1.2,1,42.856142
-0.15,7,42.895074
-1.62,15,43.041002
-1.38,7,43.113529
-1.2,1,43.114247
-1.23,2,43.149694
-0.33,13,43.260282
-1.2,1,43.260919
-1.38,7,43.333415
-1.2,1,43.334039
-1.35,6,43.406669
-1.2,1,43.407367
-1.26,3,43.443521
-0.24,10,43.51826
0.0,2,43.554152
-1.2,1,43.55486
-1.2,1,43.555508
-0.66,24,43.774799
-1.5,11,43.884102
-1.47,10,43.959728
-1.29,4,43.99654
-1.38,7,44.0691
-1.35,6,44.141182
-1.26,3,44.142913
-1.2,1,44.177976
-1.2,1,44.17865
-1.5,11,44.287913
0.0,2,44.289189
-1.44,9,44.363142
-1.2,1,44.398195
-2.43,42,44.764482
1.05,8,44.838631
-1.26,3,44.874744
-0.15,7,44.948985
-0.03,3,44.950942
-1.41,8,45.024179
-1.2,1,45.059246
-1.29,4,45.095884
-0.57,21,45.28066
-1.26,3,45.316665
0.66,21,45.501451
-1.2,1,45.502093
-1.29,4,45.538649
-0.27,11,45.648347
-1.47,10,45.722598
-1.95,26,45.979172
-1.44,9,46.052752
-0.03,3,46.088954
-1.29,4,46.125648
-1.32,5,46.162814
-1.44,9,46.236665
-1.77,20,46.419449
-0.84,30,46.711099
-0.15,7,46.784693
-0.09,5,46.822071
-1.23,2,46.82323
-0.12,6,46.89595
-1.29,4,46.932971
-1.32,5,46.970376
-1.29,4,47.007118
-1.2,1,47.007828
-1.26,3,47.044225
-1.23,2,47.079692
-0.24,10,47.154444
-1.23,2,47.189998
-1.29,4,47.22694
-1.56,13,47.338356
-1.32,5,47.375425
-1.62,15,47.521239
-1.23,2,47.522417
-1.26,3,47.558393
-0.24,10,47.667823
-1.65,16,47.814162
0.0,2,47.815467
-1.2,1,47.816075
-1.2,1,47.85103
-0.06,4,47.888031
-0.18,8,47.963837
-0.15,7,48.00272
-1.2,1,48.03767
-1.38,7,48.075972
-0.21,9,48.18443
-1.23,2,48.185636
-1.23,2,48.221134
-1.2,1,48.221879
-0.27,11,48.331757
-1.2,1,48.332442
-1.29,4,48.369032
-1.32,5,48.406626
-1.23,2,48.44225
-1.2,1,48.443006
-1.35,6,48.481391
-1.26,3,48.517498
-1.29,4,48.554162
-1.41,8,48.628095
-1.2,1,48.628729
-1.2,1,48.663726
-1.23,2,48.664913
-1.29,4,48.701533
-1.44,9,48.775466
-0.03,3,48.811685
-1.2,1,48.812347
-0.15,7,48.884919
-1.2,1,48.885532
-1.23,2,48.921848
-1.32,5,48.959178
-1.5,11,49.069148
-1.2,1,49.069773
-0.09,5,49.108122
-1.2,1,49.143308
-1.29,4,49.180452
-1.47,10,49.254592
-1.35,6,49.326652
-1.35,6,49.364645
-1.29,4,49.401229
-1.32,5,49.438345
-1.53,12,49.548559
-1.41,8,49.621552
-1.2,1,49.656538
-0.18,8,49.729867
-1.26,3,49.731639
-1.74,19,49.915112
-0.12,6,49.988676
-1.2,1,49.989359
-1.32,5,50.027025
-1.23,2,50.062591
-0.18,8,50.136301
-0.6,22,50.320587
-1.2,1,50.321266
-1.23,2,50.356882
-0.24,10,50.43152
-1.26,3,50.467627
-1.44,9,50.541937
0.0,2,50.577655
-1.2,1,50.578287
-1.26,3,50.614382
-1.56,13,50.725068
-1.26,3,50.761158
-1.8,21,50.945893
-0.18,8,51.019482
-1.26,3,51.055974
-1.2,1,51.056593
-0.09,5,51.094101
-1.5,11,51.203079
-0.12,6,51.275508
-1.65,16,51.42159
-1.32,5,51.458768
-1.23,2,51.45994
-1.23,2,51.495516
-1.26,3,51.53156
-1.2,1,51.532251
-1.2,1,51.532855
-1.68,17,51.679819
-1.2,1,51.714866
-1.2,1,51.715546
-1.26,3,51.751918
-0.15,7,51.790395
-1.23,2,51.825956
-0.09,5,51.863267
-1.41,8,51.939099
-1.2,1,51.939817
-0.06,4,51.976671
-1.38,7,52.049573
-1.26,3,52.085829
-0.09,5,52.123968
-1.32,5,52.161074
-1.2,1,52.196094
-1.71,18,52.344323
-1.44,9,52.418012
-1.29,4,52.455059
