#{"t_start": 1775812070.2893043, "env_id": "None"}
r,l,t
-49.4,7,12.563707
-48.3,18,12.590677
-47.7,5,12.598053
-50.0,1,12.602638
-49.9,2,12.603953
-44.3,20,12.637316
-47.7,5,12.644572
-47.9,3,12.65062
-47.4,8,12.663438
-48.5,16,12.689003
-48.0,2,12.694398
-48.2,19,12.721492
-49.8,3,12.727363
-45.1,31,12.782141
-46.5,36,12.840799
-49.9,2,12.841956
-45.6,7,12.854533
-50.0,1,12.855131
-49.6,5,12.866096
-49.7,4,12.872787
-49.9,2,12.874124
-46.0,22,12.911416
-47.0,12,12.93099
-47.8,4,12.937626
-46.9,13,12.957945
-47.6,6,12.965708
-50.0,1,12.970359
-47.3,28,13.016434
-50.0,1,13.017047
-50.0,1,13.017657
-49.2,9,13.031109
-50.0,1,13.03567
-46.9,13,13.055751
-48.0,2,13.056962
-49.4,7,13.069337
-48.9,12,13.088221
-45.0,51,13.172108
-47.0,31,13.222506
-47.1,11,13.237447
-50.0,1,13.242056
-47.9,22,13.275556
-48.6,15,13.300981
-45.4,28,13.346957
-49.9,2,13.3483
-44.4,57,13.443261
-48.0,21,13.475805
-48.5,16,13.50196
-47.1,11,13.521075
-50.0,1,13.521711
-48.1,20,13.554071
-47.7,5,13.561605
-47.7,5,13.568923
-50.0,1,13.573515
-47.3,9,13.587481
-50.0,1,13.588165
-47.8,4,13.594878
-49.7,4,13.601248
-47.6,6,13.612984
-50.0,1,13.613672
-49.5,6,13.621729
-47.3,9,13.639503
-49.1,10,13.653071
-49.8,3,13.658949
-49.6,5,13.665627
-49.7,4,13.672123
-46.8,14,13.697553
-49.1,10,13.712193
-47.1,11,13.731697
-49.7,4,13.738507
-50.0,1,13.739138
-47.4,8,13.752852
-47.9,3,13.758929
-49.6,5,13.765792
-50.0,1,13.766428
-47.8,4,13.773081
-46.5,17,13.803882
-49.6,5,13.81076
-44.6,17,13.837534
-48.2,19,13.869535
-49.8,3,13.875542
-48.7,14,13.896171
-49.6,5,13.902836
-49.4,7,13.914963
-49.2,9,13.928745
-47.8,4,13.935547
-49.7,4,13.942042
-49.9,2,13.947382
-50.0,1,13.947984
-50.0,1,13.948607
-46.9,13,13.972953
-47.6,6,13.980854
-49.5,6,13.99255
