#{"t_start": 1775808545.3582988, "env_id": "None"}
r,l,t
-1.2,1,6.505793
-1.2,1,6.506432
-1.2,3,6.511952
0.0,13,6.530815
-1.2,7,6.542571
0.0,6,6.549775
-1.2,3,6.555324
-1.2,1,6.555949
-1.2,6,6.566891
0.0,7,6.574592
-1.2,13,6.59697
0.0,3,6.598679
-1.2,4,6.604796
0.0,8,6.616906
-1.2,10,6.633854
-1.2,4,6.640112
0.0,17,6.664852
0.0,2,6.670129
-1.2,2,6.671271
-1.2,1,6.671849
-1.2,18,6.700747
-1.2,4,6.706835
-1.2,4,6.712866
-1.2,1,6.713498
-1.2,2,6.718565
-1.2,4,6.724645
0.0,5,6.731298
-1.2,3,6.736811
-1.2,9,6.749578
-1.2,12,6.767919
-1.2,7,6.779486
-1.2,3,6.781093
-1.2,6,6.792189
-1.2,1,6.792774
-1.2,4,6.798827
0.0,5,6.805509
-1.2,1,6.810079
-1.2,1,6.810724
0.0,5,6.817533
-1.2,9,6.830245
-1.2,4,6.836362
-1.2,4,6.842422
-1.2,3,6.848006
0.0,3,6.853693
-1.2,1,6.854337
-1.2,2,6.859375
0.0,11,6.873398
-1.2,1,6.878164
-1.2,3,6.87985
0.0,12,6.898365
-1.2,3,6.903967
0.0,24,6.940079
-1.2,3,6.945722
-1.2,1,6.946325
0.0,4,6.952454
-1.2,14,6.976018
-1.2,1,6.976702
-1.2,1,6.977296
-1.2,14,7.000675
0.0,10,7.014132
-1.2,1,7.014785
-1.2,5,7.025326
-1.2,12,7.043393
-1.2,1,7.043999
-1.2,7,7.055804
-1.2,9,7.068578
-1.2,3,7.074138
-1.2,1,7.074757
-1.2,5,7.081413
-1.2,5,7.088008
-1.2,8,7.100188
-1.2,6,7.111286
-1.2,3,7.116965
0.0,6,7.124371
-1.2,20,7.154524
-1.2,1,7.155115
0.0,11,7.173148
0.0,15,7.197108
0.0,9,7.210257
-1.2,5,7.217101
-1.2,22,7.253349
-1.2,13,7.272304
0.0,19,7.302498
-1.2,1,7.303119
-1.2,2,7.308273
-1.2,5,7.314944
-1.2,6,7.322371
0.0,23,7.358366
-1.2,3,7.364001
-1.2,5,7.370631
-1.2,4,7.376736
-1.2,1,7.377362
-1.2,3,7.382987
-1.2,6,7.394033
-1.2,16,7.418463
0.0,43,7.481035
-1.2,18,7.510556
-1.2,20,7.540774
0.0,2,7.541988
-1.2,7,7.553797
-1.2,2,7.558922
-1.2,3,7.560546
0.0,4,7.566904
0.0,7,7.578613
-1.2,6,7.589739
-1.2,8,7.60224
-1.2,4,7.60835
-1.2,2,7.609479
-1.2,13,7.628503
0.0,4,7.63486
-1.2,6,7.645952
0.0,2,7.647143
-1.2,3,7.652804
-1.2,12,7.671096
-1.2,1,7.671709
-1.2,6,7.682757
-1.2,14,7.702081
0.0,6,7.713478
0.0,6,7.720618
-1.2,1,7.725163
-1.2,8,7.737504
-1.2,3,7.739329
-1.2,8,7.751383
-1.2,1,7.755932
-1.2,3,7.757626
-1.2,12,7.775812
-1.2,4,7.781895
-1.2,18,7.811224
-1.2,10,7.824403
-1.2,5,7.834905
-1.2,7,7.842716
0.0,4,7.849013
-1.2,1,7.853668
-1.2,4,7.859718
-1.2,1,7.860364
-1.2,5,7.866936
0.0,8,7.879432
-1.2,1,7.880039
-1.2,2,7.885132
-1.2,10,7.89822
-1.2,1,7.902811
-1.2,21,7.93415
0.0,8,7.946585
-1.2,2,7.94771
0.0,19,7.977705
-1.2,1,7.978325
0.0,10,7.995513
-1.2,4,8.002177
-1.2,32,8.050661
-1.2,8,8.06301
-1.2,7,8.074635
-1.2,1,8.075267
-1.2,2,8.076445
-1.2,1,8.080981
-1.2,4,8.087096
1.2,6,8.094436
0.0,9,8.107372
-1.2,18,8.136831
-1.2,1,8.137432
0.0,15,8.161251
-1.2,2,8.162424
0.0,6,8.173738
-1.2,5,8.180342
-1.2,7,8.191944
0.0,7,8.203547
