#{"t_start": 1775805504.1320584, "env_id": "None"}
r,l,t
-0.12,6,10.699592
2.07,15,10.715567
-0.15,7,10.722929
0.75,18,10.741577
-0.12,6,10.747897
0.93,12,10.760648
3.24,17,10.778702
-0.87,31,10.81037
-0.36,14,10.824791
-0.27,11,10.836418
-0.24,10,10.846951
-0.15,7,10.854281
-0.33,13,10.867682
1.02,9,10.877298
-0.93,33,10.911258
3.51,8,10.91984
2.04,16,10.936674
0.93,12,10.949459
0.93,12,10.962041
-0.24,10,10.972447
0.45,28,11.047165
-1.2,1,11.048359
-0.12,6,11.054683
3.24,17,11.072543
-0.18,8,11.080836
-1.23,2,11.083023
1.68,28,11.112319
-1.2,1,11.113523
-0.33,13,11.127156
-0.06,4,11.131424
1.17,4,11.135808
0.9,13,11.149341
-0.18,8,11.157819
1.74,26,11.184918
0.9,13,11.198462
0.93,12,11.211113
0.93,12,11.223594
1.05,8,11.232217
2.28,8,11.240792
2.16,12,11.253592
-0.24,10,11.264077
0.93,12,11.276659
-1.2,1,11.27784
2.04,16,11.294777
4.44,18,11.313891
1.89,21,11.335848
4.2,26,11.363159
-0.48,18,11.381564
0.84,15,11.397147
-1.23,2,11.399344
3.3,15,11.415061
0.78,17,11.432789
-0.12,6,11.439109
-0.06,4,11.443485
1.02,9,11.452947
6.72,24,11.478205
-0.06,4,11.482588
5.13,36,11.520544
1.02,9,11.530269
2.19,11,11.541989
-0.15,7,11.549359
-0.27,11,11.560912
-0.12,6,11.612725
-0.06,4,11.617046
-0.54,20,11.63769
0.0,2,11.639975
-0.27,11,11.65154
0.84,15,11.667323
0.96,11,11.679064
6.36,36,11.717228
1.02,9,11.726771
0.78,17,11.744526
-0.09,5,11.749848
-0.09,5,11.755131
-1.2,1,11.756323
2.01,17,11.774153
-0.18,8,11.782562
3.18,19,11.802676
3.0,25,11.828731
2.04,16,11.845623
2.13,13,11.859431
-0.33,13,11.872945
1.86,22,11.895903
1.11,6,11.902355
-0.21,9,11.911877
-0.06,4,11.916168
-0.12,6,11.922464
